,Class,Order,Family,Genus,Species,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,OperculumPresent,DorsalSpinesMax,DorsalSpinesMin,MaxLengthTL,Troph,DepthMin,DepthMax,TempPrefMin,TempPrefMax,FeedingPath,RepGuild1,RepGuild2,ParentalCare
Platax_sp,Teleostei,Acanthuriformes,Ephippidae,Platax,Platax_sp,short and / or deep,0,0,1,reef-associated,1,5.8,5.2,58.86000061,3.596000004,5.8,35,24.18,29.02,benthic,nonguarders,open water/substratum egg scatterers,paternal
Platax_pinnatus,Teleostei,Acanthuriformes,Ephippidae,Platax,Platax_pinnatus,short and / or deep,0,0,1,reef-associated,1,6,5,45,3.670000076,15,30,25,29,benthic,nonguarders,open water/substratum egg scatterers,paternal
Platax_teira,Teleostei,Acanthuriformes,Ephippidae,Platax,Platax_teira,short and / or deep,0,0,1,reef-associated,1,6,5,70,3.950000048,3,25,24.6,28.9,benthic,nonguarders,open water/substratum egg scatterers,paternal
Epigonus_cavaticus,Teleostei,Acropomatiformes,Epigonidae,Epigonus,Epigonus_cavaticus,fusiform / normal,0,0,1,demersal,0,7.457142857,7.444444444,6.949999809,3.230000019,20,200,5.826315789,11.56842105,pelagic,nonguarders,open water/substratum egg scatterers,paternal
Aethaloperca_rogaa,Teleostei,Perciformes/Serranoidei,Epinephelidae,Aethaloperca,Aethaloperca_rogaa,short and / or deep,0,0,1,reef-associated,1,9,9,60,4.199999809,3,60,24.1,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Anyperodon_leucogrammicus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Anyperodon,Anyperodon_leucogrammicus,fusiform / normal,0,0,1,reef-associated,1,11,11,65,3.940000057,5,80,24.9,29,benthic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_argus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_argus,fusiform / normal,0,0,1,reef-associated,1,9,9,60,4.320000172,1,40,24.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_aurantia,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_aurantia,fusiform / normal,0,0,1,reef-associated,1,9,9,60,3.980000019,40,300,13.1,25,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_boenak,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_boenak,fusiform / normal,0,0,1,reef-associated,1,9,9,30,4.070000172,1,64,24.7,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_cyanostigma,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_cyanostigma,fusiform / normal,0,0,1,reef-associated,1,9,9,40,4.170000076,1,50,25.6,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_igarashiensis,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_igarashiensis,fusiform / normal,0,0,1,demersal,1,9,9,43,4,80,250,18.3,26.5,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_leopardus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_leopardus,fusiform / normal,0,0,1,reef-associated,1,9,9,24,4.010000229,1,40,26.6,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_microprion,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_microprion,fusiform / normal,0,0,1,reef-associated,1,9,9,25,3.980000019,0,52,26.6,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_miniata,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_miniata,fusiform / normal,0,0,1,reef-associated,0,9,9,50,4.289999962,2,150,23.7,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_polleni,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_polleni,fusiform / normal,0,0,1,reef-associated,1,9,9,43,4.190000057,10,120,20.7,28.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_sexmaculata,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_sexmaculata,fusiform / normal,0,0,1,reef-associated,1,9,9,50,4,6,150,23.7,28.5,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_sonnerati,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_sonnerati,fusiform / normal,0,0,1,reef-associated,1,9,9,57,3.809999943,10,150,21.2,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_spiloparaea,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_spiloparaea,fusiform / normal,0,0,1,reef-associated,1,9,9,30,4.050000191,15,108,21.2,28.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Cephalopholis_urodeta,Teleostei,Perciformes/Serranoidei,Epinephelidae,Cephalopholis,Cephalopholis_urodeta,fusiform / normal,0,0,1,reef-associated,1,9,9,28,4.019999981,1,60,25.2,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Chromileptes_altivelis,Teleostei,Perciformes/Serranoidei,Epinephelidae,Chromileptes,Chromileptes_altivelis,short and / or deep,0,0,1,reef-associated,1,10,10,70,4.5,2,40,25,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_sp,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_sp,fusiform / normal,0,0,1,reef-associated,1,10.97777778,10.95555556,83.91736263,3.900109888,26.78571429,159.9146341,21.30285714,27.07285714,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_chlorostigma,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_chlorostigma,fusiform / normal,0,0,1,reef-associated,1,11,11,80,3.99000001,4,300,19.1,28.2,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_coeruleopunctatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_coeruleopunctatus,fusiform / normal,0,0,1,reef-associated,1,11,11,76,3.720000029,2,65,24.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_coioides,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_coioides,fusiform / normal,0,1,1,reef-associated,1,11,11,120,4.039999962,1,100,24.4,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_corallicola,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_corallicola,fusiform / normal,0,1,1,reef-associated,1,11,11,49,3.819999933,1,30,25.5,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_cyanopodus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_cyanopodus,fusiform / normal,0,0,1,reef-associated,1,11,11,122,4.090000153,2,150,22.5,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_fasciatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_fasciatus,fusiform / normal,0,1,1,reef-associated,1,11,11,40,3.720000029,4,160,24.5,29,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_fuscoguttatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_fuscoguttatus,fusiform / normal,0,0,1,reef-associated,1,11,11,120,4.139999866,1,60,25.4,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_hexagonatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_hexagonatus,fusiform / normal,0,0,1,reef-associated,1,11,11,27.5,4.050000191,0,30,25.1,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_howlandi,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_howlandi,fusiform / normal,0,0,1,reef-associated,1,11,11,55,4.019999981,1,37,24.7,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_lanceolatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_lanceolatus,fusiform / normal,0,1,1,reef-associated,1,11,11,270,4,1,200,24.3,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_macrospilos,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_macrospilos,fusiform / normal,0,0,1,reef-associated,1,11,11,51,3.799999952,3,44,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_maculatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_maculatus,fusiform / normal,0,0,1,reef-associated,1,11,11,60.5,3.980000019,2,100,24.3,28.8,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_malabaricus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_malabaricus,fusiform / normal,0,1,1,reef-associated,1,11,11,234,4.159999847,0,150,24.3,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_melanostigma,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_melanostigma,fusiform / normal,0,0,1,reef-associated,1,11,11,54.90000153,4.03000021,0,30,24.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_merra,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_merra,fusiform / normal,0,0,1,reef-associated,1,11,11,36.5,3.74000001,0,50,24.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_miliaris,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_miliaris,fusiform / normal,0,0,1,reef-associated,1,11,11,53,3.75999999,1,200,21.8,28.2,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_morrhua,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_morrhua,fusiform / normal,0,0,1,reef-associated,1,11,11,90,3.970000029,80,370,14.2,23.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_ongus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_ongus,fusiform / normal,0,1,1,reef-associated,1,11,11,40,4,20,60,24.5,28.6,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_polyphekadion,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_polyphekadion,fusiform / normal,0,0,1,reef-associated,1,11,11,109.8000031,3.99000001,1,46,24.5,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_retouti,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_retouti,fusiform / normal,0,0,1,reef-associated,1,11,11,50,3.950000048,20,220,20.8,28.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_spilotoceps,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_spilotoceps,fusiform / normal,0,0,1,reef-associated,1,11,11,47.5,3.809999943,0,30,26.1,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Epinephelus_tauvina,Teleostei,Perciformes/Serranoidei,Epinephelidae,Epinephelus,Epinephelus_tauvina,fusiform / normal,0,0,1,reef-associated,1,11,11,100,4.130000114,1,300,19.6,28.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Gracila_albomarginata,Teleostei,Perciformes/Serranoidei,Epinephelidae,Gracila,Gracila_albomarginata,fusiform / normal,0,0,1,reef-associated,1,9,9,40,4.199999809,6,120,22.1,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Hyporthodus_octofasciatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Hyporthodus,Hyporthodus_octofasciatus,fusiform / normal,0,0,1,bathydemersal,1,11,11,130,3.99000001,150,300,13.4,21.2,benthic,nonguarders,open water/substratum egg scatterers,none
Plectropomus_areolatus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Plectropomus,Plectropomus_areolatus,fusiform / normal,0,0,1,reef-associated,1,8,7,80,4.5,1,20,26.4,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Plectropomus_laevis,Teleostei,Perciformes/Serranoidei,Epinephelidae,Plectropomus,Plectropomus_laevis,fusiform / normal,0,0,1,reef-associated,1,8,7,125,4.139999866,4,100,25.5,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Plectropomus_leopardus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Plectropomus,Plectropomus_leopardus,fusiform / normal,0,0,1,reef-associated,1,8,7,146.3999939,4.420000076,3,100,24.7,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Plectropomus_oligacanthus,Teleostei,Perciformes/Serranoidei,Epinephelidae,Plectropomus,Plectropomus_oligacanthus,fusiform / normal,0,0,1,reef-associated,1,8,7,75,4,5,147,26.6,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Variola_albimarginata,Teleostei,Perciformes/Serranoidei,Epinephelidae,Variola,Variola_albimarginata,fusiform / normal,0,0,1,reef-associated,1,9,9,65,4.5,4,200,23.9,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Variola_louti,Teleostei,Perciformes/Serranoidei,Epinephelidae,Variola,Variola_louti,fusiform / normal,0,0,1,reef-associated,1,9,9,83,4.329999924,3,300,20.1,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Cheilopogon_atrisignis,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon_atrisignis,elongated,0,0,1,pelagic-oceanic,0,0,0,40.25999832,3.670000076,0,10,23.4,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Cheilopogon_cyanopterus,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon_cyanopterus,elongated,0,0,1,pelagic-oceanic,0,0,0,40,3.25,0,20,21.7,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Cheilopogon_intermedius,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon_intermedius,elongated,0,0,1,pelagic-neritic,0,0,0,26.84000015,3.940000057,0,20,26.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cheilopogon_spilonotopterus,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon_spilonotopterus,elongated,0,0,1,pelagic-oceanic,0,0,0,46.36000061,3.960000038,0,20,25,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cheilopogon_spilopterus,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon_spilopterus,elongated,0,0,1,pelagic-neritic,0,0,0,30.5,4.199999809,0,20,25.2,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cheilopogon_unicolor,Teleostei,Beloniformes,Exocoetidae,Cheilopogon,Cheilopogon_unicolor,elongated,0,0,1,pelagic-neritic,0,0,0,38,3.650000095,0,10,24.5,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cypselurus_angusticeps,Teleostei,Beloniformes,Exocoetidae,Cypselurus,Cypselurus_angusticeps,elongated,0,0,1,pelagic-oceanic,0,0,0,29.28000069,4,0,20,24.4,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cypselurus_naresii,Teleostei,Beloniformes,Exocoetidae,Cypselurus,Cypselurus_naresii,fusiform / normal,0,0,1,pelagic-oceanic,0,0,0,25.62000084,3.950000048,0,20,23.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Cypselurus_poecilopterus,Teleostei,Beloniformes,Exocoetidae,Cypselurus,Cypselurus_poecilopterus,elongated,0,0,1,pelagic-neritic,0,0,0,27,3.400000095,0,20,24.5,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Exocoetus_monocirrhus,Teleostei,Beloniformes,Exocoetidae,Exocoetus,Exocoetus_monocirrhus,elongated,0,0,1,pelagic-oceanic,0,0,0,24.39999962,3.079999924,0,20,23.8,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Parexocoetus_brachypterus,Teleostei,Beloniformes,Exocoetidae,Parexocoetus,Parexocoetus_brachypterus,elongated,0,0,1,pelagic-neritic,0,0,0,20,3.400000095,0,20,23.3,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Prognichthys_brevipinnis,Teleostei,Beloniformes,Exocoetidae,Prognichthys,Prognichthys_brevipinnis,elongated,0,0,1,pelagic-neritic,0,0,0,23.18000031,3.380000114,0,20,26.2,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Prognichthys_sealei,Teleostei,Beloniformes,Exocoetidae,Prognichthys,Prognichthys_sealei,elongated,0,0,1,pelagic-oceanic,0,0,0,23.18000031,3.079999924,0,20,22.9,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Fistularia_commersonii,Teleostei,Syngnathiformes,Fistulariidae,Fistularia,Fistularia_commersonii,elongated,0,0,1,reef-associated,1,0,0,160,4.260000229,0,132,22,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Fistularia_petimba,Teleostei,Syngnathiformes,Fistulariidae,Fistularia,Fistularia_petimba,elongated,0,1,1,reef-associated,1,0,0,200,4.429999828,10,200,21.3,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Galeocerdo_cuvier,Elasmobranchii,Carcharhiniformes,Galeocerdonidae,Galeocerdo,Galeocerdo_cuvier,fusiform / normal,0,1,1,benthopelagic,0,0,0,750,4.559999943,0,800,15.8,28.9,benthic,bearers,internal live bearers,maternal
Ruvettus_pretiosus,Teleostei,Scombriformes,Gempylidae,Ruvettus,Ruvettus_pretiosus,elongated,0,0,1,benthopelagic,1,15,13,300,4.179999828,100,975,8.6,19,pelagic,nonguarders,open water/substratum egg scatterers,none
Gerres_erythrourus,Teleostei,Eupercaria/misc,Gerreidae,Gerres,Gerres_erythrourus,short and / or deep,0,1,1,reef-associated,0,9,9,30,3.339999914,1,40,25.2,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Gerres_filamentosus,Teleostei,Eupercaria/misc,Gerreidae,Gerres,Gerres_filamentosus,fusiform / normal,1,1,1,demersal,1,9,9,39,3.339999914,1,50,24.8,29.1,benthic,nonguarders,open water/substratum egg scatterers,none
Gerres_longirostris,Teleostei,Eupercaria/misc,Gerreidae,Gerres,Gerres_longirostris,fusiform / normal,1,1,1,reef-associated,0,9,9,44.5,3.5,0,50,24.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Gerres_oblongus,Teleostei,Eupercaria/misc,Gerreidae,Gerres,Gerres_oblongus,fusiform / normal,0,0,1,reef-associated,0,9,9,36.59999847,3.5,0,50,24.9,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Gerres_oyena,Teleostei,Eupercaria/misc,Gerreidae,Gerres,Gerres_oyena,fusiform / normal,0,1,1,reef-associated,1,9,9,30,2.720000029,0,20,25.2,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Gerres_macracanthus,Teleostei,Eupercaria/misc,Gerreidae,Gerres,Gerres_macracanthus,fusiform / normal,0,1,1,demersal,0,9.2,9.1,30,3.380000114,1,22,24.7,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Nebrius_ferrugineus,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Nebrius,Nebrius_ferrugineus,elongated,0,0,1,reef-associated,0,0,0,320,4.099999905,0,70,24.7,29,pelagic,bearers,internal live bearers,none
Discotrema_crinophilum,Teleostei,Gobiesociformes,Gobiesocidae,Discotrema,Discotrema_crinophilum,elongated,0,0,1,reef-associated,1,0,0,6.099999905,3.660000086,8,20,24.9,29.3,benthic,guarders,nesters,paternal
Lepadichthys_caritus,Teleostei,Gobiesociformes,Gobiesocidae,Lepadichthys,Lepadichthys_caritus,elongated,0,0,1,reef-associated,0,0,0,3,3.24000001,4,20,25,29.3,benthic,guarders,nesters,paternal
Lepadichthys_akiko,Teleostei,Gobiesociformes,Gobiesocidae,Lepadichthys,Lepadichthys_akiko,elongated,0,0,1,reef-associated,0,1.5,1.5,1.320000052,2.75,1.444444444,70,24.9875,28.8375,benthic,guarders,nesters,paternal
Lepadichthys_bolini,Teleostei,Gobiesociformes,Gobiesocidae,Lepadichthys,Lepadichthys_bolini,elongated,0,0,1,reef-associated,0,12,12,3.660000086,3.359999895,1,4,27.3,29.3,benthic,guarders,nesters,paternal
Awaous_melanocephalus,Teleostei,Gobiiformes,Gobiidae,Awaous,Awaous_melanocephalus,fusiform / normal,1,1,1,benthopelagic,0,7,7,15,2.319999933,0,30,28.4,29.3,benthic,guarders,clutch tenders,paternal
Awaous_grammepomus,Teleostei,Gobiiformes,Gobiidae,Awaous,Awaous_grammepomus,elongated,1,1,0,benthopelagic,0,7.142857143,7,18.29999924,3.25,0.25,262.5,22,27.45,benthic,guarders,clutch tenders,paternal
Eviota_jewettae,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_jewettae,fusiform / normal,0,0,1,reef-associated,0,6,6,1.50999999,2.950000048,7,33,28,29.1,benthic,guarders,clutch tenders,paternal
Eviota_afelei,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_afelei,elongated,0,0,1,reef-associated,0,7,7,2.200000048,3.019999981,0,3,24.8,28.9,benthic,guarders,clutch tenders,paternal
Eviota_albolineata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_albolineata,elongated,0,0,1,reef-associated,0,7,6.880733945,3.599999905,3.109999895,0,3,25.1,29.3,benthic,guarders,clutch tenders,paternal
Eviota_asymbasia,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_asymbasia,elongated,0,0,1,reef-associated,0,7,7,2.049999952,3,1,14,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_atriventris,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_atriventris,elongated,0,0,1,reef-associated,0,7,7,2.089999914,3.00999999,3,20,27.8,29.3,benthic,guarders,clutch tenders,paternal
Eviota_bifasciata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_bifasciata,elongated,0,0,1,reef-associated,0,7,7,4.269999981,3.150000095,1,15,27.1,29.3,benthic,guarders,clutch tenders,paternal
Eviota_bipunctata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_bipunctata,elongated,0,0,1,reef-associated,0,7,7,2.099999905,3.00999999,0,8,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_cometa,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_cometa,fusiform / normal,0,0,1,reef-associated,0,7,7,3.049999952,3.079999924,0,22,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_distigma,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_distigma,elongated,0,0,1,reef-associated,0,7,7,2.440000057,3.039999962,1,10,25.1,29.3,benthic,guarders,clutch tenders,paternal
Eviota_diyhritisma,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_diyhritisma,elongated,0,0,1,reef-associated,0,7,6.880733945,2.293120004,3.012399996,4.125,23.27027027,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_fallax,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_fallax,fusiform / normal,0,0,1,reef-associated,0,7,7,2.210000038,3.019999981,8,31,26.7,29.2,benthic,guarders,clutch tenders,paternal
Eviota_fasciola,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_fasciola,elongated,0,0,1,reef-associated,0,7,7,3.049999952,3.079999924,1,15,25.4,29.4,benthic,guarders,clutch tenders,paternal
Eviota_guttata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_guttata,elongated,0,0,1,reef-associated,0,7,6,3.200000048,3.089999914,1,15,24.7,29.3,benthic,guarders,clutch tenders,paternal
Eviota_herrei,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_herrei,elongated,0,0,1,reef-associated,0,7,7,1.710000038,2.970000029,0,6,25.4,29.3,benthic,guarders,clutch tenders,paternal
Eviota_indica,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_indica,elongated,0,0,1,reef-associated,0,7,6.880733945,1.879999995,2.99000001,2,5,25,28.9,benthic,guarders,clutch tenders,paternal
Eviota_infulata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_infulata,fusiform / normal,0,0,1,reef-associated,0,7,6,3.049999952,3.079999924,2,16,25.4,29.4,benthic,guarders,clutch tenders,paternal
Eviota_japonica,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_japonica,elongated,0,0,1,demersal,0,7,6.880733945,2.940000057,3.069999933,4.125,23.27027027,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_lachdeberei,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_lachdeberei,elongated,0,0,1,reef-associated,0,7,7,2.559999943,3.049999952,3,20,27.6,29.4,benthic,guarders,clutch tenders,paternal
Eviota_latifasciata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_latifasciata,elongated,0,0,1,reef-associated,0,7,7,1.830000043,2.980000019,1,35,28.2,29.4,benthic,guarders,clutch tenders,paternal
Eviota_maculosa,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_maculosa,elongated,0,0,1,reef-associated,0,7,7,2.289999962,3.029999971,2,6,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_melasma,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_melasma,elongated,0,0,1,reef-associated,0,7,5,3.660000086,3.119999886,0,44,25.4,28.9,benthic,guarders,clutch tenders,paternal
Eviota_nebulosa,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_nebulosa,elongated,0,0,1,reef-associated,0,7,7,2.319999933,3.029999971,0,18,24.7,29.3,benthic,guarders,clutch tenders,paternal
Eviota_nigriventris,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_nigriventris,elongated,0,0,1,reef-associated,0,7,6,3.660000086,3.119999886,4.125,150,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_occasa,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_occasa,elongated,0,0,1,benthopelagic,0,7,7,1.24000001,2.910000086,14,20,24.2,29.4,benthic,guarders,clutch tenders,paternal
Eviota_partimacula,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_partimacula,elongated,0,0,1,demersal,0,7,6.880733945,2.180000067,3.019999981,4.125,23.27027027,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_pinocchioi,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_pinocchioi,fusiform / normal,0,0,1,reef-associated,0,7,7,2.00999999,3,14,73,27.2,29,benthic,guarders,clutch tenders,paternal
Eviota_piperata,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_piperata,elongated,0,0,1,pelagic-neritic,0,7,7,2.450000048,3.039999962,6,9,28.8,29.4,benthic,guarders,clutch tenders,paternal
Eviota_prasina,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_prasina,elongated,0,0,1,reef-associated,0,7,7,3.779999971,3.119999886,0,65,24.5,29,benthic,guarders,clutch tenders,paternal
Eviota_prasites,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_prasites,elongated,0,0,1,reef-associated,0,7,7,3.660000086,3.119999886,1,30,25.07384615,28.5,benthic,guarders,clutch tenders,paternal
Eviota_queenslandica,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_queenslandica,elongated,0,0,1,reef-associated,0,7,7,2.930000067,3.069999933,0,12,26.4,29.3,benthic,guarders,clutch tenders,paternal
Eviota_randalli,Teleostei,Gobiiformes,Gobiidae,Eviota,Eviota_randalli,fusiform / normal,0,0,1,reef-associated,0,7,7,2.230000019,3.019999981,3,17,25,29.4,benthic,guarders,clutch tenders,paternal
