,Class,Order,Family,Genus,Species,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,OperculumPresent,DorsalSpinesMax,DorsalSpinesMin,MaxLengthTL,Troph,DepthMin,DepthMax,TempPrefMin,TempPrefMax,FeedingPath,RepGuild1,RepGuild2,ParentalCare
Gymnosarda_unicolor,Teleostei,Scombriformes,Scombridae,Gymnosarda,Gymnosarda_unicolor,fusiform / normal,0,0,1,reef-associated,1,15,13,275.2600098,4.5,10,250,20.9,28.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Rastrelliger_kanagurta,Teleostei,Scombriformes,Scombridae,Rastrelliger,Rastrelliger_kanagurta,fusiform / normal,0,0,1,pelagic-neritic,1,11,8,30.25,3.190000057,20,90,23.7,28.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Scomber_japonicus,Teleostei,Scombriformes,Scombridae,Scomber,Scomber_japonicus,fusiform / normal,0,0,1,pelagic-neritic,1,11,9,64,3.380000114,0,300,9.3,27.7,benthic,nonguarders,open water/substratum egg scatterers,none
Scomberomorus_commerson,Teleostei,Scombriformes,Scombridae,Scomberomorus,Scomberomorus_commerson,fusiform / normal,0,0,1,pelagic-neritic,1,18,15,266.3999939,4.5,10,70,22.8,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Caracanthus_maculatus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Caracanthus,Caracanthus_maculatus,short and / or deep,0,0,1,reef-associated,0,8,7,5,3.309999943,3,15,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Caracanthus_unipinna,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Caracanthus,Caracanthus_unipinna,short and / or deep,0,0,1,reef-associated,0,8,7,5,3.599999905,1,15,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Dendrochirus_biocellatus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Dendrochirus,Dendrochirus_biocellatus,fusiform / normal,0,0,1,reef-associated,0,13,13,13,3.690000057,1,40,26.6,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Dendrochirus_zebra,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Dendrochirus,Dendrochirus_zebra,fusiform / normal,0,0,1,reef-associated,0,13,13,30.5,4,0,115,24.3,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Parascorpaena_mcadamsi,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Parascorpaena,Parascorpaena_mcadamsi,fusiform / normal,0,0,1,reef-associated,0,12,12,8,3.470000029,7,40,24.7,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Pterois_antennata,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Pterois,Pterois_antennata,fusiform / normal,0,0,1,reef-associated,0,13,13,20,3.549999952,2,86,24.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Pterois_radiata,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Pterois,Pterois_radiata,fusiform / normal,0,0,1,reef-associated,0,13,11,24,3.569999933,1,30,25.1,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Pterois_volitans,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Pterois,Pterois_volitans,fusiform / normal,0,0,1,reef-associated,0,13,13,45.70000076,4.349999905,2,55,22.4,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_hirsutus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_hirsutus,fusiform / normal,0,0,1,reef-associated,0,13,13,6.829999924,3.390000105,8,54,24.7,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_kelloggi,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_kelloggi,fusiform / normal,0,0,1,reef-associated,0,13,13,5,3.549999952,6,24,24.7,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_parvipinnis,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_parvipinnis,fusiform / normal,0,0,1,reef-associated,0,13,13,14,3.599999905,3,49,24.5,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_quadrispinosus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_quadrispinosus,fusiform / normal,0,0,1,reef-associated,0,13,13,12.18000031,3.579999924,0,12,26.1,29.4,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_varipinnis,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_varipinnis,fusiform / normal,0,0,1,reef-associated,0,13,13,13,3.599999905,0,200,21.7,28.2,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_albaiensis,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_albaiensis,fusiform / normal,0,0,1,reef-associated,0,14,13,12,3.579999924,0,20,25,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_guamensis,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_guamensis,fusiform / normal,0,0,1,reef-associated,0,14,13,14,3.390000105,0,20,24.3,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenodes_minor,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenodes,Scorpaenodes_minor,fusiform / normal,0,0,1,reef-associated,0,14,12,5.199999809,3.309999943,1,52,25.6,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_cotticeps,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_cotticeps,fusiform / normal,0,0,1,demersal,1,12,12,7.670000076,3.619999886,15,70,24.3,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_diabolus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_diabolus,fusiform / normal,0,0,1,reef-associated,0,12,12,30,4.199999809,1,70,24.6,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_macrochir,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_macrochir,fusiform / normal,0,1,1,reef-associated,1,12,12,13.60000038,3.890000105,1,80,25,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_oxycephalus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_oxycephalus,fusiform / normal,0,0,1,reef-associated,0,12,12,36,3.880000114,10.80952381,400,20.3,28.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_papuensis,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_papuensis,fusiform / normal,0,1,1,reef-associated,0,12,12,25,4.170000076,1,40,24.6,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_possi,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_possi,fusiform / normal,0,0,1,demersal,0,12,12,23.67000008,4.139999866,2,55,25.4,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_ramaraoi,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_ramaraoi,fusiform / normal,0,0,1,demersal,0,12,12,20.79999924,4.079999924,1,60,24.7,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Scorpaenopsis_vittapinna,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Scorpaenopsis,Scorpaenopsis_vittapinna,fusiform / normal,0,0,1,reef-associated,0,12,12,8.5,3.670000076,0,40,24.7,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Sebastapistes_cyanostigma,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Sebastapistes,Sebastapistes_cyanostigma,fusiform / normal,0,0,1,reef-associated,0,12,12,10,3.819999933,2,30,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Sebastapistes_fowleri,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Sebastapistes,Sebastapistes_fowleri,fusiform / normal,0,0,1,reef-associated,0,12,12,4.699999809,3.440000057,2,61,25.4,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Sebastapistes_sp,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Sebastapistes,Sebastapistes_sp,fusiform / normal,0,0,1,reef-associated,0,12,11.9,8.202727231,3.682727207,1,46.7,24.9,28.8125,benthic,nonguarders,open water/substratum egg scatterers,none
Sebastapistes_strongia,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Sebastapistes,Sebastapistes_strongia,fusiform / normal,0,0,1,reef-associated,0,12,12,9.5,3.799999952,0,37,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Taenianotus_triacanthus,Teleostei,Perciformes/Scorpaenoidei,Scorpaenidae,Taenianotus,Taenianotus_triacanthus,fusiform / normal,0,0,1,reef-associated,0,12,12,10,4.059999943,5,135,24.6,28.8,pelagic,nonguarders,open water/substratum egg scatterers,none
Siganus_punctatissimus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_punctatissimus,short and / or deep,0,0,1,reef-associated,1,13,13,42.70000076,2,12,30,25.2,28.9,benthic,guarders,open water/substratum egg scatterers,none
Siganus_argenteus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_argenteus,fusiform / normal,0,0,1,reef-associated,1,13,13,40,2,0,40,24.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_corallinus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_corallinus,short and / or deep,0,0,1,reef-associated,1,13,13,42.70000076,2,3,30,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_doliatus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_doliatus,short and / or deep,0,0,1,reef-associated,1,13,13,30.5,2,2,15,25.5,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_fuscescens,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_fuscescens,short and / or deep,0,1,1,reef-associated,1,13,13,40,2.029999971,1,50,22.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_guttatus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_guttatus,short and / or deep,0,1,1,reef-associated,1,13,13,42,2.680000067,0,25,25.4,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_lineatus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_lineatus,fusiform / normal,0,0,1,reef-associated,1,13,13,43,2,0,25,24.9,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_puellus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_puellus,fusiform / normal,0,0,1,reef-associated,1,13,13,38,3,1,30,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_punctatus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_punctatus,short and / or deep,0,0,1,reef-associated,1,13,13,40,2,1,40,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_spinus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_spinus,fusiform / normal,0,0,1,reef-associated,1,13,13,28,2.039999962,1,50,24.6,29,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_vermiculatus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_vermiculatus,short and / or deep,0,1,1,reef-associated,1,13,13,45,2,0,20,26.2,29.3,benthic,nonguarders,open water/substratum egg scatterers,none
Siganus_vulpinus,Teleostei,Acanthuriformes,Siganidae,Siganus,Siganus_vulpinus,short and / or deep,0,0,1,reef-associated,1,13,13,30.5,2.680000067,1,30,24.7,29,benthic,nonguarders,open water/substratum egg scatterers,none
Sillago_sihama,Teleostei,Eupercaria/misc,Sillaginidae,Sillago,Sillago_sihama,elongated,0,1,1,reef-associated,1,13,11,37.81999969,3.329999924,0,60,24.8,29.2,benthic,nonguarders,open water/substratum egg scatterers,none
Aseraggodes_firmisquamis,Teleostei,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes_firmisquamis,short and / or deep,0,0,1,demersal,0,0,0,3.880000114,3.200000048,1,6,22.79333333,26.37,benthic,nonguarders,open water/substratum egg scatterers,none
Aseraggodes_xenicus,Teleostei,Pleuronectiformes,Soleidae,Aseraggodes,Aseraggodes_xenicus,short and / or deep,0,0,1,demersal,1,0,0,8,3.410000086,6,10,23.5,28.9,benthic,nonguarders,open water/substratum egg scatterers,none
Pardachirus_pavoninus,Teleostei,Pleuronectiformes,Soleidae,Pardachirus,Pardachirus_pavoninus,short and / or deep,0,0,1,reef-associated,0,0,0,25,3.061000109,2,40,24.8,29,benthic,nonguarders,open water/substratum egg scatterers,none
Soleichthys_sp,Teleostei,Pleuronectiformes,Soleidae,Soleichthys,Soleichthys_sp,short and / or deep,0,0,1,demersal,0,0,0,14.56999998,3.36900003,12,30.66666667,24.3,27.5,benthic,nonguarders,open water/substratum egg scatterers,none
Solenostomus_cyanopterus,Teleostei,Syngnathiformes,Solenostomidae,Solenostomus,Solenostomus_cyanopterus,other,0,0,1,reef-associated,1,5,5,17,3.75999999,0,25,22.1,29,benthic,bearers,external brooders,paternal
Solenostomus_halimeda,Teleostei,Syngnathiformes,Solenostomidae,Solenostomus,Solenostomus_halimeda,other,0,0,1,reef-associated,0,5,5,5.71999979,3.359999895,0.8,23,23.06,29,benthic,bearers,external brooders,maternal
Solenostomus_paradoxus,Teleostei,Syngnathiformes,Solenostomidae,Solenostomus,Solenostomus_paradoxus,other,0,0,1,reef-associated,1,5,5,12,3.599999905,4,35,20.9,29,benthic,bearers,external brooders,maternal
Sphyraena_barracuda,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_barracuda,elongated,0,1,1,reef-associated,0,6,6,200,4.489999771,1,100,21.7,28.9,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_flavicauda,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_flavicauda,elongated,0,0,1,reef-associated,0,6,6,60,3.75999999,2,25,24.3,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_forsteri,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_forsteri,elongated,0,0,1,reef-associated,1,6,6,102.4499969,4.349999905,6,300,19.4,28.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_helleri,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_helleri,elongated,0,0,1,reef-associated,0,6,6,80,4.5,10,104,24.7,28.8,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_jello,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_jello,elongated,0,1,1,reef-associated,0,6,6,150,4.5,20,200,23.6,28.5,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_obtusata,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_obtusata,elongated,0,1,1,reef-associated,1,6,6,55,4.5,5,200,24.1,29.2,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_putnamae,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_putnamae,elongated,0,0,1,reef-associated,0,6,6,90,4.300000191,3,20,24.5,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyraena_qenie,Teleostei,Carangaria/misc,Sphyraenidae,Sphyraena,Sphyraena_qenie,elongated,0,0,1,reef-associated,0,6,6,170,4.519999981,1,100,26.1,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Sphyrna_lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna_lewini,elongated,0,1,1,pelagic-oceanic,0,0,0,430,4.079999924,0,1000,18.7,29,pelagic,bearers,internal live bearers,maternal
Sphyrna_mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna_mokarran,elongated,0,1,1,pelagic-oceanic,0,0,0,610,4.320000172,1,300,21.3,28.9,pelagic,bearers,internal live bearers,maternal
Spratelloides_delicatulus,Teleostei,Clupeiformes,Spratelloididae,Spratelloides,Spratelloides_delicatulus,fusiform / normal,0,0,1,reef-associated,1,0,0,8.539999962,3.130000114,0,50,24.7,29.1,pelagic,nonguarders,open water/substratum egg scatterers,none
Spratelloides_gracilis,Teleostei,Clupeiformes,Spratelloididae,Spratelloides,Spratelloides_gracilis,fusiform / normal,0,0,1,pelagic-neritic,1,0,0,12.81000042,3.059999943,0,40,22.8,28.4,pelagic,nonguarders,open water/substratum egg scatterers,none
Stegostoma_tigrinum,Elasmobranchii,Orectolobiformes,Stegostomatidae,Stegostoma,Stegostoma_tigrinum,elongated,0,1,1,reef-associated,0,0,0,354,3.099999905,0,90,24.2,28.8,benthic,nonguarders,open water/substratum egg scatterers,none
Symphysanodon_katayamai,Teleostei,Acropomatiformes,Symphysanodontidae,Symphysanodon,Symphysanodon_katayamai,fusiform / normal,0,0,1,demersal,0,9,9,20,3.400000095,91,183,15,26.5,pelagic,NA,NA,NA
Symphysanodon_typus,Teleostei,Acropomatiformes,Symphysanodontidae,Symphysanodon,Symphysanodon_typus,fusiform / normal,0,0,1,benthopelagic,0,9,9,20.73999977,3.440000057,50,400,14.8,26.4,pelagic,NA,NA,NA
Inimicus_didactylus,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae,Inimicus,Inimicus_didactylus,short and / or deep,0,1,1,reef-associated,0,17,15,25,3.980000019,5,80,26.3,29,pelagic,nonguarders,open water/substratum egg scatterers,none
Synanceia_verrucosa,Teleostei,Perciformes/Scorpaenoidei,Synanceiidae,Synanceia,Synanceia_verrucosa,fusiform / normal,0,0,1,reef-associated,0,14,12,48.79999924,4.199999809,0,30,24.9,29.3,pelagic,nonguarders,open water/substratum egg scatterers,none
Acentronura_gracilissima,Teleostei,Syngnathiformes,Syngnathidae,Acentronura,Acentronura_gracilissima,elongated,0,0,1,reef-associated,0,0,0,5.650000095,3.75,1,33.5,24.8,29.15,benthic,bearers,external brooders,paternal
Bhanotia_nuda,Teleostei,Syngnathiformes,Syngnathidae,Bhanotia,Bhanotia_nuda,eel-like,0,0,1,reef-associated,0,0,0,8.539999962,3.220000029,0,2,28.8,29.4,pelagic,bearers,external brooders,paternal
Bulbonaricus_brauni,Teleostei,Syngnathiformes,Syngnathidae,Bulbonaricus,Bulbonaricus_brauni,eel-like,0,0,1,reef-associated,0,0,0,6.710000038,3.190000057,1,10,27,29.3,pelagic,bearers,external brooders,paternal
Choeroichthys_brachysoma,Teleostei,Syngnathiformes,Syngnathidae,Choeroichthys,Choeroichthys_brachysoma,eel-like,0,0,1,reef-associated,0,0,0,7,3.420000076,2,25,26.1,29.3,pelagic,bearers,external brooders,paternal
Choeroichthys_sculptus,Teleostei,Syngnathiformes,Syngnathidae,Choeroichthys,Choeroichthys_sculptus,eel-like,0,0,1,reef-associated,1,0,0,8.5,3.49000001,0,6,25.2,29.3,pelagic,bearers,external brooders,paternal
Corythoichthys_amplexus,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_amplexus,eel-like,0,0,1,reef-associated,1,0,0,12.19999981,3.75999999,0,31,25.2,29.3,benthic,bearers,external brooders,paternal
Corythoichthys_conspicillatus,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_conspicillatus,eel-like,0,0,1,reef-associated,0,0,0,11.30000019,3.579999924,0,10,25.03333333,28.95555556,benthic,bearers,external brooders,paternal
Corythoichthys_haematopterus,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_haematopterus,eel-like,0,0,1,reef-associated,0,0,0,24.15999985,3.75999999,0,21,25.9,29.3,benthic,bearers,external brooders,paternal
Corythoichthys_intestinalis,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_intestinalis,eel-like,0,0,1,reef-associated,1,0,0,19.52000046,3.170000076,20,68,25.3,28.7,benthic,bearers,external brooders,paternal
Corythoichthys_ocellatus,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_ocellatus,eel-like,0,0,1,reef-associated,0,0,0,12.56999969,3.609999895,1,12,26.5,29.4,benthic,bearers,external brooders,paternal
Corythoichthys_polynotatus,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_polynotatus,eel-like,0,0,1,reef-associated,0,0,0,16,3.690000057,0,5,28.3,29.3,benthic,bearers,external brooders,paternal
Corythoichthys_schultzi,Teleostei,Syngnathiformes,Syngnathidae,Corythoichthys,Corythoichthys_schultzi,eel-like,0,0,1,reef-associated,1,0,0,16,3.75,2,30,25,29.3,benthic,bearers,external brooders,paternal
Cosmocampus_banneri,Teleostei,Syngnathiformes,Syngnathidae,Cosmocampus,Cosmocampus_banneri,eel-like,0,0,1,reef-associated,0,0,0,7.079999924,3.200000048,2,30,25.5,29.3,pelagic,bearers,external brooders,paternal
Cosmocampus_darrosanus,Teleostei,Syngnathiformes,Syngnathidae,Cosmocampus,Cosmocampus_darrosanus,eel-like,0,0,1,reef-associated,0,0,0,9.029999733,3.230000019,0,3,26.3,29.3,pelagic,bearers,external brooders,paternal
Doryrhamphus_excisus,Teleostei,Syngnathiformes,Syngnathidae,Doryrhamphus,Doryrhamphus_excisus,eel-like,0,0,1,reef-associated,0,0,0,7,3.5,2,50,24.7,29,pelagic,bearers,external brooders,paternal
Doryrhamphus_janssi,Teleostei,Syngnathiformes,Syngnathidae,Doryrhamphus,Doryrhamphus_janssi,eel-like,0,0,1,reef-associated,1,0,0,14,3.880000114,0,35,25.9,29.3,pelagic,bearers,external brooders,paternal
Doryrhamphus_negrosensis,Teleostei,Syngnathiformes,Syngnathidae,Doryrhamphus,Doryrhamphus_negrosensis,eel-like,0,0,1,reef-associated,0,0,0,5.730000019,3.480000019,1,20,27.3,29.3,pelagic,bearers,external brooders,paternal
Dunckerocampus_dactyliophorus,Teleostei,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus_dactyliophorus,eel-like,0,0,1,reef-associated,1,0,0,19,3.769999981,5,56,24.8,29,benthic,bearers,external brooders,paternal
Festucalex_gibbsi,Teleostei,Syngnathiformes,Syngnathidae,Festucalex,Festucalex_gibbsi,eel-like,0,0,1,demersal,0,0,0,9.760000229,3.25,22,91,24.9,28.6,pelagic,bearers,external brooders,paternal
Halicampus_boothae,Teleostei,Syngnathiformes,Syngnathidae,Halicampus,Halicampus_boothae,eel-like,0,0,1,reef-associated,0,0,0,21.35000038,3.369999886,3,30,22,29,pelagic,bearers,external brooders,paternal
